               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 133,            0.052927,            0.021712,            0.014807,             0.56116,             0.44643,             0.47128,             0.25588,            0.066709,             0.03158,            0.022423,            0.007822,            0.007822,            0.007822
                 134,            0.054539,            0.020616,            0.015142,             0.56795,             0.42171,             0.46871,              0.2139,            0.069242,            0.031729,            0.022432,           0.0078055,           0.0078055,           0.0078055
                 135,            0.060401,            0.024665,            0.014897,             0.58986,             0.45931,             0.48209,             0.22266,            0.068241,            0.032268,            0.022435,            0.007789,            0.007789,            0.007789
                 136,            0.054049,            0.022743,            0.015179,              0.5499,             0.41879,             0.46765,             0.23574,            0.067521,            0.032107,            0.022791,           0.0077725,           0.0077725,           0.0077725
                 137,            0.052984,             0.02196,            0.015439,             0.52447,             0.46121,             0.47211,             0.22404,            0.070428,            0.033459,            0.022772,            0.007756,            0.007756,            0.007756
                 138,            0.054286,             0.01994,            0.015225,             0.48386,             0.48121,             0.46679,             0.20435,            0.070499,             0.03365,            0.023051,           0.0077395,           0.0077395,           0.0077395
                 139,            0.057033,            0.021554,            0.016999,              0.5146,             0.48532,             0.47383,             0.22049,            0.068301,            0.032959,            0.023539,            0.007723,            0.007723,            0.007723
                 140,            0.053432,            0.021654,            0.014138,             0.50875,             0.45878,             0.46276,             0.23847,            0.066864,            0.034152,            0.023672,           0.0077065,           0.0077065,           0.0077065
                 141,            0.055823,              0.0248,            0.016735,             0.55252,             0.45049,             0.47456,             0.24525,            0.065943,            0.033259,            0.024189,             0.00769,             0.00769,             0.00769
                 142,            0.055509,               0.024,            0.017121,             0.52245,              0.4412,             0.47234,             0.24715,            0.065952,            0.033293,            0.024349,           0.0076735,           0.0076735,           0.0076735
                 143,            0.050168,            0.018619,            0.013784,             0.55015,             0.43667,             0.46993,             0.22278,            0.066027,            0.033053,            0.025055,            0.007657,            0.007657,            0.007657
                 144,            0.060212,            0.022655,            0.017589,             0.50946,             0.45727,             0.46486,             0.24235,            0.066154,            0.033273,            0.025557,           0.0076405,           0.0076405,           0.0076405
                 145,            0.054789,            0.023403,            0.015863,             0.51105,               0.429,             0.46511,             0.24145,            0.065257,            0.032868,            0.025573,            0.007624,            0.007624,            0.007624
                 146,            0.053823,            0.023022,            0.015342,             0.44662,             0.44778,             0.43809,             0.22603,            0.066435,            0.033427,            0.025781,           0.0076075,           0.0076075,           0.0076075
